id_name,number_of_parameters,context_window,finetuned,company,date_release
characterglm-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,zhipuai,2023-11-13
charglm-unknown-unknown-3-unknown-unknown-unknown-unknown-false,,4000.0,False,zhipuai,2024-07-03
chatcompletion-pro-unknown-unknown-unknown-unknown-unknown-unknown-false,1024000.0,128000.0,False,minimaxi,2024-07-03
chatcompletion-unknown-unknown-2-unknown-unknown-unknown-unknown-false,405.0,256000.0,False,minimaxi,2024-07-03
chatcompletion-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,340.0,2000000.0,False,minimaxi,2024-07-03
chatglm-unknown-turbo-unknown-unknown-unknown-unknown-unknown-false,,,False,zhipuai,2024-07-03
chatglm-unknown-unknown-unknown-unknown-12-unknown-unknown-false,,,False,zhipuai,2023-06-01
chatglm-unknown-unknown-unknown-unknown-130-unknown-unknown-false,130.0,,False,zhipuai,2023-07-14
chatglm-unknown-unknown-unknown-unknown-32-unknown-unknown-false,,,False,zhipuai,2023-06-26
chatglm-unknown-unknown-unknown-unknown-66-unknown-unknown-false,,,False,zhipuai,2023-07-14
chatglm-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,zhipuai,2023-06-26
chatgpt-unknown-turbo-3.5-unknown-unknown-unknown-unknown-false,20.0,16000.0,False,openai,2023-05-24
chatgpt-unknown-unknown-4o-unknown-unknown-unknown-false,45.0,128000.0,False,openai,2023-03-14
chronos-hermes-unknown-unknown-unknown-13-unknown-unknown-false,13.0,2048.0,False,austism,2024-10-21
claude-haiku-unknown-3-unknown-unknown-unknown-unknown-false,,200000.0,False,anthropic,2024-03-13
claude-haiku-unknown-3.5-unknown-unknown-unknown-unknown-false,,200000.0,False,anthropic,2024-10-21
claude-instant-unknown-1.1-unknown-unknown-unknown-unknown-false,,100000.0,False,,2024-10-21
claude-instant-unknown-1.2-unknown-unknown-unknown-unknown-false,,,False,anthropic,2024-02-14
claude-instant-unknown-unknown-unknown-unknown-unknown-unknown-false,,100000.0,False,anthropic,2023-08-09
claude-opus-unknown-3-unknown-unknown-unknown-unknown-false,,200000.0,False,anthropic,2024-03-04
claude-sonnet-unknown-3-unknown-unknown-unknown-unknown-false,,200000.0,False,anthropic,2024-02-29
claude-sonnet-unknown-3.5-20241022-unknown-unknown-unknown-false,,200000.0,False,anthropic,2024-09-27
claude-sonnet-unknown-3.5-unknown-unknown-unknown-unknown-false,,200000.0,False,anthropic,2024-06-20
claude-unknown-moderated-2-unknown-unknown-unknown-unknown-false,,200000.0,False,anthropic,2023-07-11
claude-unknown-moderated-2.1-unknown-unknown-unknown-unknown-false,,200000.0,False,anthropic,2023-11-21
claude-unknown-unknown-1-unknown-unknown-unknown-unknown-false,,,False,anthropic,2024-02-14
claude-unknown-unknown-2-unknown-unknown-unknown-unknown-false,,100000.0,False,anthropic,2023-07-11
claude-unknown-unknown-2.1-unknown-unknown-unknown-unknown-false,,200000.0,False,anthropic,2023-11-29
code-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,zhipuai,2024-07-05
codegeex-unknown-unknown-4-unknown-unknown-unknown-unknown-false,,128000.0,False,zhipuai,2024-07-07
codegemma-unknown-unknown-unknown-2-unknown-unknown-unknown-false,2.0,8192.0,False,,2024-10-31
codegemma-unknown-unknown-unknown-7-unknown-unknown-unknown-false,7.0,8192.0,False,google,2024-10-31
codegen-unknown-unknown-unknown-unknown-16-unknown-unknown-false,16.0,2000.0,False,salesforce,2024-07-03
codegen-unknown-unknown-unknown-unknown-7-unknown-unknown-false,7.0,2000.0,False,salesforce,2023-05-01
codellama-phind-unknown-1-unknown-34-unknown-unknown-false,34.0,16384.0,False,meta,2023-12-25
codellama-phind-unknown-2-unknown-34-unknown-unknown-false,34.0,8192.0,False,meta,2023-05-01
codellama-phind-unknown-unknown-34-unknown-unknown-python-false,34.0,16384.0,False,meta,2024-10-31
codellama-unknown-instruct-unknown-unknown-13-unknown-code-false,13.0,,False,meta,2023-10-17
codellama-unknown-instruct-unknown-unknown-7-unknown-code-false,7.0,,False,meta,2023-10-17
codellama-unknown-instruct-unknown-unknown-70-unknown-code-false,,,False,meta,2024-01-29
codellama-unknown-python-python-unknown-13-unknown-code-false,13.0,,False,meta,2023-10-17
codellama-unknown-python-unknown-unknown-7-unknown-code-false,7.0,,False,meta,2023-10-17
codellama-unknown-unknown-unknown-unknown-13-unknown-code-false,13.0,,False,meta,2023-10-17
codellama-unknown-unknown-unknown-unknown-13-unknown-instruct-false,13.0,16000.0,False,meta,2023-08-24
codellama-unknown-unknown-unknown-unknown-13-unknown-python-false,13.0,16000.0,False,meta,2023-08-24
codellama-unknown-unknown-unknown-unknown-13-unknown-unknown-false,13.0,32768.0,False,lepton ai,2023-08-24
codellama-unknown-unknown-unknown-unknown-34-unknown-instruct-false,34.0,100000.0,False,meta,2023-07-31
codellama-unknown-unknown-unknown-unknown-34-unknown-python-false,34.0,16000.0,False,meta,2023-08-24
codellama-unknown-unknown-unknown-unknown-34-unknown-unknown-false,34.0,32768.0,False,lepton ai,2023-07-01
codellama-unknown-unknown-unknown-unknown-7-unknown-code-false,7.0,,False,meta,2023-10-17
codellama-unknown-unknown-unknown-unknown-7-unknown-instruct-false,7.0,16000.0,False,meta,2023-08-24
codellama-unknown-unknown-unknown-unknown-7-unknown-python-false,7.0,16000.0,False,meta,2023-08-24
codellama-unknown-unknown-unknown-unknown-7-unknown-unknown-false,7.0,32768.0,False,meta,2023-08-24
codellama-unknown-unknown-unknown-unknown-70-unknown-instruct-false,70.0,16000.0,False,meta,2024-07-03
codellama-unknown-unknown-unknown-unknown-70-unknown-python-false,70.0,16000.0,False,meta,2024-01-30
codellama-unknown-unknown-unknown-unknown-70-unknown-unknown-false,70.0,16000.0,False,meta,2024-01-29
codestral-mamba-unknown-unknown-unknown-7-unknown-unknown-false,,256000.0,False,mistralai,2024-08-26
codestral-mamba-unknown-unknown-unknown-unknown-unknown-unknown-false,,256000.0,False,mistralai,2024-09-17
codestral-unknown-unknown-unknown-unknown-22-unknown-code-false,22.0,32000.0,False,mistralai,2024-05-29
codestral-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,22.2,32000.0,False,mistralai,2024-05-29
codestral-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true,22.2,32000.0,True,mistralai,2024-08-26
codey-unknown-code-chat-unknown-unknown-unknown-32-false,,32000.0,False,google,2023-08-29
codey-unknown-code-chat-unknown-unknown-unknown-unknown-false,,,False,google,2024-02-14
codey-unknown-code-completion-unknown-unknown-unknown-unknown-false,,,False,google,2024-01-01
codey-unknown-code-generation-unknown-unknown-unknown-32-false,,32000.0,False,google,2023-10-21
codey-unknown-code-generation-unknown-unknown-unknown-unknown-false,,,False,google,2024-01-01
cohere-custom-unknown-unknown-unknown-unknown-unknown-unknown-true,,,True,cohere,2023-07-18
cohere-default-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,cohere,2023-07-18
command-light-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,cohere,2023-11-30
command-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,cohere,2023-04-21
commandr-custom-unknown-unknown-unknown-unknown-unknown-unknown-true,,,True,cohere,2023-04-21
commandr-plus-unknown-unknown-042024-unknown-unknown-unknown-false,104.0,128000.0,False,cohere,2024-04-04
commandr-plus-unknown-unknown-082024-unknown-unknown-unknown-false,104.0,128000.0,False,cohere,2024-08-01
commandr-plus-unknown-unknown-unknown-unknown-unknown-unknown-false,104.0,128000.0,False,cohere,2024-08-30
commandr-unknown-unknown-unknown-032024-unknown-unknown-unknown-false,8.538074112,128000.0,False,cohere,2024-03-21
commandr-unknown-unknown-unknown-082024-unknown-unknown-unknown-false,8.538074112,128000.0,False,cohere,2024-08-01
commandr-unknown-unknown-unknown-unknown-unknown-unknown-true,,,True,cohere,2024-06-03
commandr-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,8.538074112,128000.0,False,cohere,2024-08-30
commandr-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true,,,True,cohere,2024-07-17
curie-unknown-unknown-unknown-unknown-unknown-unknown-instruct-false,,,False,openai,2022-11-17
curie-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,openai,2023-02-27
curie-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true,,,True,openai,2022-11-17
databricks-unknown-unknown-unknown-unknown-unknown-unknown-instruct-false,,,False,databricks,2024-07-03
davinci-base-unknown-unknown-2-unknown-unknown-unknown-false,,,False,openai,2022-03-15
davinci-unknown-unknown-2-unknown-unknown-unknown-unknown-false,,,False,openai,2023-10-16
davinci-unknown-unknown-unknown-2-unknown-unknown-unknown-false,20.0,8000.0,False,openai,2021-06-01
davinci-unknown-unknown-unknown-2-unknown-unknown-unknown-true,,8000.0,True,openai,2023-08-23
davinci-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,openai,2021-06-01
davinci-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true,,,True,openai,2022-11-17
davinci-unknownunknown--unknown-unknown-unknown-unknown-instruct-false,,,False,openai,2020-09-22
dbrx-unknown-unknown-unknown-unknown-unknown-unknown-instruct-false,0.0,32000.0,False,databricks,2024-03-27
dbrx-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,132.0,32000.0,False,databricks,2024-03-27
deepgram-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,deepgram,2024-07-03
deepseek-coder-awq-unknown-unknown-6.7-unknown-base-false,6.7,,False,deepseek,2024-10-31
deepseek-coder-awq-unknown-unknown-6.7-unknown-instruct-false,6.7,,False,deepseek,2024-10-31
deepseek-coder-unknown-unknown-unknown-unknown-unknown-unknown-false,236.0,128000.0,False,deepseek,2024-06-17
deepseek-math-unknown-unknown-unknown-7-unknown-instruct-false,7.0,,False,deepseek,2024-10-31
deepseek-unknown-base-1.5-unknown-7-unknown-unknown-false,7.0,4096.0,False,deepseek,2024-10-31
deepseek-unknown-base-unknown-1.3-unknown-unknown-unknown-false,1.3,16384.0,False,deepseek,2024-10-31
deepseek-unknown-base-unknown-6.7-unknown-unknown-unknown-false,6.7,16384.0,False,deepseek,2024-10-31
deepseek-unknown-instruct-unknown-2-unknown-unknown-unknown-false,,131072.0,False,deepseek,2024-10-31
deepseek-unknown-instruct-unknown-33-unknown-unknown-unknown-false,33.0,16000.0,False,deepseek,2024-06-18
deepseek-unknown-lite-2-unknown-unknown-unknown-chat-false,,163840.0,False,deepseek,2024-10-31
deepseek-unknown-lite-base-2-unknown-unknown-unknown-false,,163840.0,False,deepseek,2024-10-31
deepseek-unknown-unknown-1.5-7-unknown-unknown-instruct-false,7.0,4096.0,False,deepseek,2024-10-31
deepseek-unknown-unknown-2-unknown-unknown-unknown-chat-false,108.0,128000.0,False,deepseek,2024-05-07
deepseek-unknown-unknown-2-unknown-unknown-unknown-lite-false,,163840.0,False,deepseek,2024-10-31
deepseek-unknown-unknown-2-unknown-unknown-unknown-unknown-false,236.0,128000.0,False,deepseek,2024-06-17
deepseek-unknown-unknown-2.5-unknown-unknown-unknown-unknown-false,236.0,128000.0,False,deepseek,2024-09-05
deepseek-unknown-unknown-unknown-33-unknown-unknown-instruct-false,33.0,16384.0,False,deepseek,2024-10-31
deepseek-unknown-unknown-unknown-unknown-67-unknown-chat-false,67.0,4000.0,False,deepseek,2024-10-13
deepseek-unknown-unknown-unknown-unknown-unknown-unknown-chat-false,236.0,128000.0,False,deepseek,2023-12-01
discolm-german-awq-1-unknown-7-unknown-unknown-false,7.0,,False,disco research,2024-10-31
discolm-mixtral-unknown-unknown-unknown-8x7-unknown-unknown-false,46.7,32000.0,False,disco research,2024-10-07
dolly-unknown-unknown-2-unknown-12-unknown-unknown-false,12.0,2000.0,False,databricks,2024-02-14
dolly-unknown-unknown-2-unknown-3-unknown-unknown-false,3.0,2000.0,False,databricks,2023-06-30
dolly-unknown-unknown-2-unknown-7-unknown-unknown-false,7.0,2000.0,False,databricks,2023-06-30
dolphin-mixtral-unknown-2.5-unknown-8x7-unknown-unknown-false,56.0,32000.0,False,cognitivecomputations,2024-06-18
dolphin-mixtral-unknown-2.6-unknown-8x7-unknown-unknown-false,56.0,32768.0,False,cognitivecomputations,2024-04-17
dolphin-mixtral-unknown-2.9.2-unknown-8x22-unknown-unknown-false,,65536.0,False,cognitivecomputations,2024-06-10
dolphin-mixtral-unknown-unknown-unknown-8x22-unknown-unknown-false,176.0,16000.0,False,cognitivecomputations,2024-10-12
dolphin-mixtral-unknown-unknown-unknown-8x7-unknown-unknown-false,,,False,cognitivecomputations,2024-04-05
dolphin-qwen-unknown-2.9.2-unknown-72-unknown-unknown-false,72.0,32768.0,False,cognitivecomputations,2024-10-31
elyza-llama-japanese-2-unknown-7-unknown-instruct-false,7.0,4096.0,False,elyza,2023-09-13
emohaa-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,,8000.0,False,zhipuai,2024-07-03
euryale-l3-unknown-2.1-unknown-70-unknown-unknown-false,70.0,4096.0,False,thebloke,2024-10-12
euryale-l31-unknown-2.1-unknown-70-unknown-unknown-false,70.0,4096.0,False,thebloke,2024-10-20
eva-qwen-unknown-2.5-unknown-14-unknown-unknown-false,,32768.0,False,eva-unit-01,2024-08-13
evo-base-unknown-1-unknown-unknown-8-unknown-false,,8000.0,False,togetherai,2024-07-03
extended-control-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,alep-alpha,2023-09-25
extended-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,alep-alpha,2023-11-14
falcon-instruct-unknown-unknown-unknown-40-unknown-unknown-false,40.0,2000.0,False,tii,2023-06-20
falcon-instruct-unknown-unknown-unknown-7-unknown-unknown-false,7.0,2000.0,False,tii,2023-06-20
falcon-unknown-unknown-unknown-unknown-40-unknown-instruct-false,40.0,2048.0,False,tii,2024-02-14
falcon-unknown-unknown-unknown-unknown-40-unknown-unknown-false,40.0,2000.0,False,tii,2023-06-20
falcon-unknown-unknown-unknown-unknown-7-unknown-instruct-false,7.0,,False,tii,2024-10-31
falcon-unknown-unknown-unknown-unknown-7-unknown-unknown-false,7.0,2000.0,False,tii,2023-03-01
fimbulvetr-unknown-unknown-2-unknown-11-unknown-unknown-false,11.0,8192.0,False,sao10k,2024-10-09
firellava-unknown-unknown-unknown-13-unknown-unknown-false,13.0,4096.0,False,fireworks,2024-10-31
firellava-unknown-unknown-unknown-unknown-13-unknown-unknown-false,13.0,4096.0,False,fireworks,2023-12-01
flan-t5-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,google,2024-06-18
flan-t5-xl-unknown-unknown-3-unknown-unknown-false,3.0,4096.0,False,google,2022-01-01
flan-t5-xxl-unknown-unknown-11-unknown-unknown-false,11.0,4096.0,False,google,2022-12-31
flan-ul2-unknown-unknown-unknown-20-unknown-unknown-false,20.0,4096.0,False,google,2023-03-03
flavor-week-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,openrouter,2024-07-03
gcp-unknown-code-generation-unknown-unknown-unknown-unknown-false,,,False,google,2024-02-14
gemini-flash-exp-1.5-unknown-8-unknown-unknown-false,8.0,1000000.0,False,google,2024-09-27
gemini-flash-unknown-1.5-unknown-8-unknown-unknown-false,8.0,1000000.0,False,google,2024-10-03
gemini-flash-unknown-1.5-unknown-unknown-128-unknown-false,8.0,128000.0,False,google,2024-05-22
gemini-flash-unknown-1.5-unknown-unknown-unknown-unknown-false,8.0,1000000.0,False,google,2024-05-24
gemini-pro-unknown-1.0-unknown-unknown-unknown-unknown-false,,32000.0,False,google,2024-02-15
gemini-pro-unknown-1.5-unknown-unknown-128-unknown-false,,128000.0,False,google,2024-05-22
gemini-pro-unknown-1.5-unknown-unknown-unknown-unknown-false,,2000000.0,False,google,2024-05-24
gemini-pro-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,google,2024-03-10
gemma-instruct-unknown-2-unknown-9-unknown-unknown-false,9.0,8192.0,False,google,2024-10-21
gemma-unknown-it-2-unknown-27-unknown-unknown-false,27.0,8192.0,False,google,2024-10-21
gemma-unknown-it-2-unknown-9-unknown-unknown-false,9.0,8000.0,False,google,2024-06-27
gemma-unknown-it-unknown-unknown-2-unknown-unknown-true,2000.0,,True,google,2024-10-31
gemma-unknown-it-unknown-unknown-7-unknown-unknown-true,7.0,,True,google,2024-10-31
gemma-unknown-unknown-2-unknown-27-unknown-instruct-false,27.0,8192.0,False,google,2024-10-21
gemma-unknown-unknown-2-unknown-27-unknown-unknown-false,27.0,8192.0,False,google,2024-10-21
gemma-unknown-unknown-2-unknown-9-8-unknown-false,9.0,8000.0,False,google,2024-09-27
gemma-unknown-unknown-2-unknown-9-unknown-unknown-false,9.0,8000.0,False,google,2024-06-27
gemma-unknown-unknown-unknown-unknown-2-unknown-instruct-false,2.0,8192.0,False,google,2024-10-21
gemma-unknown-unknown-unknown-unknown-2-unknown-unknown-false,2.0,8000.0,False,google,2024-07-03
gemma-unknown-unknown-unknown-unknown-7-8-instruct-false,7.0,8000.0,False,google,2024-02-21
gemma-unknown-unknown-unknown-unknown-7-unknown-instruct-false,7.0,8192.0,False,google,2024-10-21
gemma-unknown-unknown-unknown-unknown-7-unknown-unknown-false,8.538074112,8000.0,False,google,2024-07-31
genomic-models-unknown-unknown-unknown-8-unknown-unknown-false,8.0,,False,,2024-08-26
genomic-models-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,,
glm-air-unknown-4-unknown-unknown-unknown-unknown-false,,128000.0,False,zhipuai,2024-06-05
glm-airx-unknown-4-unknown-unknown-unknown-unknown-false,,8000.0,False,zhipuai,2024-06-25
glm-alltools-unknown-4-unknown-unknown-unknown-unknown-false,,6000.0,False,zhipuai,2024-08-12
glm-flash-unknown-4-unknown-unknown-unknown-unknown-false,,128000.0,False,zhipuai,2024-08-27
glm-flashx-unknown-4-unknown-unknown-unknown-unknown-false,,128000.0,False,zhipuai,2024-10-21
glm-long-unknown-4-unknown-unknown-unknown-unknown-false,,1000000.0,False,zhipuai,2024-10-21
glm-plus-unknown-4-unknown-unknown-unknown-unknown-false,,128000.0,False,zhipuai,2024-10-21
glm-unknown-turbo-3-unknown-unknown-unknown-unknown-false,,6000.0,False,zhipuai,2024-07-03
glm-unknown-unknown-4-0520-unknown-unknown-unknown-false,,128000.0,False,zhipuai,2024-05-20
glm-unknown-unknown-4-unknown-unknown-unknown-unknown-false,,128000.0,False,zhipuai,2024-07-03
glm-unknown-unknown-unknown-unknown-130-unknown-unknown-false,130.0,,False,zhipuai,2022-10-05
glm-unknown-unknown-unknown-unknown-175-unknown-unknown-false,,,False,zhipuai,2023-06-26
glm-unknown-unknown-unknown-unknown-6-unknown-unknown-false,,,False,zhipuai,2023-06-26
goliath-unknown-unknown-unknown-unknown-120-unknown-unknown-false,,6144.0,False,alpindale,2024-10-21
gpr-unknown-turbo-4-unknown-unknown-unknown-unknown-false,,,False,,2024-10-31
gpt-4o-mini-unknown-20240718-unknown-unknown-unknown-false,,128000.0,False,openai,2024-07-18
gpt-4o-mini-unknown-20240718-unknown-unknown-unknown-true,,128000.0,True,openai,2024-08-26
gpt-4o-mini-unknown-unknown-unknown-unknown-unknown-false,,128000.0,False,openai,2024-07-18
gpt-4o-unknown-regional-api-unknown-unknown-unknown-false,45.0,128000.0,False,openai,2024-08-06
gpt-4o-unknown-unknown-20240513-unknown-unknown-unknown-false,45.0,128000.0,False,openai,2024-05-13
gpt-4o-unknown-unknown-20240806-unknown-unknown-unknown-false,45.0,128000.0,False,openai,2024-08-06
gpt-4o-unknown-unknown-20240806-unknown-unknown-unknown-true,45.0,128000.0,True,openai,2024-08-26
gpt-4o-unknown-unknown-20241001-unknown-unknown-unknown-false,45.0,128000.0,False,openai,2024-10-21
gpt-4o-unknown-unknown-unknown-unknown-unknown-chat-false,,128000.0,False,openai,2024-05-13
gpt-jt-moderation-unknown-unknown-6-unknown-unknown-false,6.0,2000.0,False,togetherai,2023-02-03
gpt-mini-unknown-4o-unknown-unknown-unknown-false,,128000.0,False,openai,2024-07-18
gpt-mini-unknown-4o-unknown-unknown-unknown-unknown-unknown-false,,128000.0,False,openai,2024-07-18
gpt-neox-unknown-unknown-unknown-20-unknown-unknown-false,20.0,2000.0,False,eleutherai,2023-07-14
gpt-neoxt-base-unknown-unknown-20-unknown-chat-false,20.0,2000.0,False,togetherai,2023-07-14
gpt-random-tiny-2-unknown-unknown-unknown-unknown-false,,,False,huggingface,2024-10-31
gpt-turbo-unknown-3.5-0125-unknown-unknown-chat-false,,16000.0,False,openai,2024-09-27
gpt-turbo-unknown-3.5-0613-unknown-16-unknown-false,20.0,16000.0,False,openai,2023-06-13
gpt-turbo-unknown-3.5-0613-unknown-unknown-unknown-false,20.0,16000.0,False,openai,2023-06-13
gpt-turbo-unknown-3.5-1106-unknown-unknown-chat-false,,16000.0,False,openai,2023-11-06
gpt-turbo-unknown-3.5-unknown-16-unknown-unknown-false,20.0,16000.0,False,openai,2023-06-13
gpt-turbo-unknown-3.5-unknown-unknown-unknown-chat-false,,16000.0,False,openai,2023-09-01
gpt-turbo-unknown-3.5-unknown-unknown-unknown-instruct-false,20.0,4000.0,False,openai,2024-09-27
gpt-turbo-unknown-4-20240409-unknown-unknown-unknown-false,,128000.0,False,,2024-04-09
gpt-unknown-4-0-20240806-unknown-unknown-unknown-false,,8000.0,False,openai,2024-08-06
gpt-unknown-4-0-mini-unknown-unknown-unknown-false,,8000.0,False,openai,2024-07-18
gpt-unknown-4-0-unknown-unknown-unknown-unknown-false,,8000.0,False,openai,2024-05-13
gpt-unknown-global-deployment-4o-unknown-unknown-unknown-false,45.0,128000.0,False,openai,2024-08-06
gpt-unknown-latest-4o-unknown-unknown-unknown-unknown-false,,128000.0,False,openai,2024-08-26
gpt-unknown-turbo-3.5-0125-unknown-unknown-unknown-false,20.0,16000.0,False,openai,2024-09-12
gpt-unknown-turbo-3.5-0301-unknown-unknown-unknown-false,20.0,16000.0,False,openai,2023-03-01
gpt-unknown-turbo-3.5-0613-unknown-16-unknown-false,20.0,16000.0,False,openai,2023-06-13
gpt-unknown-turbo-3.5-0613-unknown-unknown-unknown-false,20.0,16000.0,False,openai,2023-06-13
gpt-unknown-turbo-3.5-1106-unknown-unknown-unknown-false,20.0,16000.0,False,openai,2023-11-06
gpt-unknown-turbo-3.5-unknown-unknown-16-unknown-false,20.0,16000.0,False,openai,2023-06-13
gpt-unknown-turbo-3.5-unknown-unknown-16-unknown-true,20.0,16000.0,True,openai,2023-08-22
gpt-unknown-turbo-3.5-unknown-unknown-4-unknown-false,20.0,8000.0,False,openai,2023-06-24
gpt-unknown-turbo-3.5-unknown-unknown-4-unknown-true,20.0,4000.0,True,openai,2023-08-22
gpt-unknown-turbo-3.5-unknown-unknown-unknown-instruct-false,20.0,4000.0,False,openai,2023-09-18
gpt-unknown-turbo-3.5-unknown-unknown-unknown-unknown-false,20.0,16000.0,False,openai,2021-09-01
gpt-unknown-turbo-3.5-unknown-unknown-unknown-unknown-true,20.0,16000.0,True,openai,2023-08-23
gpt-unknown-turbo-4-unknown-unknown-unknown-chat-false,,128000.0,False,openai,2023-11-06
gpt-unknown-turbo-4-unknown-unknown-unknown-false,,128000.0,False,openai,2023-11-01
gpt-unknown-unknown-3.5-0301-unknown-4-unknown-false,,4000.0,False,openai,2023-03-01
gpt-unknown-unknown-3.5-0613-unknown-16-unknown-false,,16000.0,False,openai,2023-06-13
gpt-unknown-unknown-3.5-0613-unknown-4-unknown-false,,4000.0,False,openai,2023-06-13
gpt-unknown-unknown-3.5-1106-unknown-16-unknown-false,,16000.0,False,openai,2023-11-06
gpt-unknown-unknown-4-0125-unknown-unknown-unknown-false,,8000.0,False,openai,2024-01-25
gpt-unknown-unknown-4-0613-unknown-unknown-32-unknown-false,,32000.0,False,openai,2023-06-13
gpt-unknown-unknown-4-0613-unknown-unknown-unknown-false,,8000.0,False,openai,2023-06-13
gpt-unknown-unknown-4-1106-unknown-unknown-unknown-false,,8000.0,False,openai,2023-11-06
gpt-unknown-unknown-4-unknown-unknown-32-chat-false,,32000.0,False,openai,2023-03-14
gpt-unknown-unknown-4-unknown-unknown-32-unknown-false,,32000.0,False,openai,2023-03-14
gpt-unknown-unknown-4-unknown-unknown-8-unknown-false,,8000.0,False,openai,2023-03-01
gpt-unknown-unknown-4-unknown-unknown-unknown-chat-false,,8000.0,False,openai,2023-03-14
gpt-unknown-unknown-4-unknown-unknown-unknown-false,,8000.0,False,openai,2023-03-14
gpt-unknown-unknown-4-unknown-unknown-unknown-unknown-false,4.0,,False,openai,2024-02-14
gpt-unknown-unknown-4o-20240513-unknown-unknown-unknown-false,,,,,
gpt-unknown-unknown-4o-20240806-unknown-unknown-unknown-false,,,,,
